# s_x s_a s_y II_00 II_01 II_11 Psi
-0.3259689049 0 0 0 0 0 0.04580819681
-0.3178581719 0 0 0 0 0 0.04147180454
-0.3096597062 0 0 0 0 0 0.03800582791
-0.3013726654 0 0 0 0 0 0.03509532749
-0.2929961999 0 0 0 0 0 0.03259537474
-0.2845294528 0 0 0 0 0 0.03101550142
-0.2759715604 0 0 0 0 0 0.02985921
-0.2673216514 0 0 0 0 0 0.02904407172
-0.2585788475 0 0 0 0 0 0.02858545808
-0.249742263 0 0 0 0 0 0.02815484607
-0.2408110047 0 0 0 0 0 0.02767599304
-0.2317841721 0 0 0 0 0 0.02682178298
-0.2226608571 0 0 0 0 0 0.02627646534
-0.2134401442 0 0 0 0 0 0.02582615371
-0.2041211102 0 0 0 0 0 0.02543186458
-0.1947028243 0 0 0 0 0 0.02511476299
-0.185184348 0 0 0 0 0 0.02479021525
-0.175564735 0 0 0 0 0 0.02448479559
-0.1658430312 0 0 0 0 0 0.02417884051
-0.1560182747 0 0 0 0 0 0.02392451426
-0.1460894957 0 0 0 0 0 0.02371765617
-0.1360557161 0 0 0 0 0 0.02351582686
-0.1259159503 0 0 0 0 0 0.02339651411
-0.1156692042 0 0 0 0 0 0.02322817883
-0.1053144757 0 0 0 0 0 0.02384253324
-0.0948507544 0 0 0 0 0 0.02358149129
-0.0842770219 0 0 0 0 0 0.0232612979
-0.0735922511 0 0 0 0 0 0.0216072393
-0.0627954069 0 0 0 0 0 0.0214297211
-0.0518854454 0 0 0 0 0 0.02134150359
-0.0408613145 0 0 0 0 0 0.0213689942
-0.0297219534 0 0 0 0 0 0.02149383487
-0.0184662928 0 0 0 0 0 0.02169480787
-0.0070932545 0 0 0 0 0 0.02197159363
0.004398248 0 0 0 0 0 0.02236731403
0.016009311 0 0 0 0 0 0.02235421021
0.027741038 0 0 0 0 0 0.02235118389
0.039594543 0 0 0 0 0 0.02234760815
0.051570948 0 0 0 0 0 0.02239355171
0.063671384 0 0 0 0 0 0.02247748483
0.075896993 0 0 0 0 0 0.02259817942
0.088248923 0 0 0 0 0 0.02342133765
0.100728334 0 0 0 0 0 0.02480495734
0.113336393 0 0 0 0 0 0.02653442807
0.126074278 0 0 0 0 0 0.02860115525
0.138943177 0 0 0 0 0 0.0310434438
0.151944284 0 0 0 0 0 0.03386283129
0.165078808 0 0 0 0 0 0.03707757002
0.178347962 0 0 0 0 0 0.04074810555
0.191752973 0 0 0 0 0 0.04474010037
0.205295075 0 0 0 0 0 0.04935890577
0.218975514 0 0 0 0 0 0.05450166705
0.232795543 0 0 0 0 0 0.06021398762
0.246756428 0 0 0 0 0 0.06653468762
0.260859443 0 0 0 0 0 0.0736284731
0.275105872 0 0 0 0 0 0.08161806693
0.289497012 0 0 0 0 0 0.09003701339
0.304034167 0 0 0 0 0 0.099707736
0.318718652 0 0 0 0 0 0.1103776634
0.333551793 0 0 0 0 0 0.122192039
0.348534926 0 0 0 0 0 0.1352996684
0.363669398 0 0 0 0 0 0.1497988331
0.378956567 0 0 0 0 0 0.1672623672
0.394397799 0 0 0 0 0 0.1853409338
0.409994474 0 0 0 0 0 0.2055034954
0.425747982 0 0 0 0 0 0.2281315605
0.441659721 0 0 0 0 0 0.2536730912
0.457731104 0 0 0 0 0 0.2800201675
0.473963553 0 0 0 0 0 0.312003079
0.4903585 0 0 0 0 0 0.3482855568
0.506917391 0 0 0 0 0 0.3896391757
0.523641681 0 0 0 0 0 0.4372022881
0.540532836 0 0 0 0 0 0.4923994123
0.557592336 0 0 0 0 0 0.5569292301
0.574821669 0 0 0 0 0 0.6330270384
0.592222337 0 0 0 0 0 0.723268768
0.609795853 0 0 0 0 0 0.830501046
0.627543741 0 0 0 0 0 0.9572655876
0.645467538 0 0 0 0 0 1.104034031
0.663568791 0 0 0 0 0 1.269861885
0.681849061 0 0 0 0 0 1.455087694
0.70030992 0 0 0 0 0 1.661516772
0.718952951 0 0 0 0 0 1.889424829
0.737779752 0 0 0 0 0 2.138140919
0.75679193 0 0 0 0 0 2.40784435
0.775991105 0 0 0 0 0 2.699650106
0.795378912 0 0 0 0 0 3.013316032
0.814956996 0 0 0 0 0 3.348009266
0.834727015 0 0 0 0 0 3.708426132
0.854690639 0 0 0 0 0 4.092407502
0.874849552 0 0 0 0 0 4.503169212
